,school_name,address,service,lat,lon
198,High School for Excellence and Innovation,"650 ACADEMY STREET, MANHATTAN, NY, 10034",Community School MH,40.8659143,-73.925157
199,The College Academy,"549 AUDUBON AVENUE, MANHATTAN, NY, 10040",School-based Health Center w/ Mental Health,40.8561208,-73.9263326
200,High School for Media and Communications,"549 AUDUBON AVENUE, MANHATTAN, NY, 10040",Community School MH,40.8561208,-73.9263326
201,High School for Law and Public Service,"549 AUDUBON AVENUE, MANHATTAN, NY, 10040",School-based Health Center w/ Mental Health,40.8561208,-73.9263326
202,High School for Health Careers and Sciences,"549 AUDUBON AVENUE, MANHATTAN, NY, 10040",Community School MH,40.8561208,-73.9263326
203,Castle Bridge School,"560 WEST 169 STREET, MANHATTAN, NY, 10032",School-based Mental Health Clinic,40.8409822,-73.9387394
204,I.S. 528 Bea Fuller Rodgers School,"180 WADSWORTH AVENUE, MANHATTAN, NY, 10033",Community School MH,40.8506712,-73.9346503
205,A. Philip Randolph Campus High School,"443 WEST 135 STREET, MANHATTAN, NY, 10031",School-based Health Center w/ Mental Health,40.8183388,-73.9501311
206,Gregorio Luperon High School for Science and Mathematics,"501 WEST 165TH STREET, MANHATTAN, NY, 10032",School Mental Health Specialist Program,40.83846,-73.9386364
207,P.S. 5 Port Morris,"564 JACKSON AVENUE, BRONX, NY, 10455",School Mental Health Specialist Program,40.8135432,-73.9085228
208,P.S. 018 John Peter Zenger,"502 MORRIS AVENUE, BRONX, NY, 10451",School-based Health Center w/ Mental Health,40.8162658,-73.9225258
209,P.S./M.S. 029 Melrose School,"758 COURTLANDT AVENUE, BRONX, NY, 10451",School-based Health Center w/ Mental Health,40.8216206,-73.91683069999999
210,P.S./M.S. 031 The William Lloyd Garrison,"250 EAST 156 STREET, BRONX, NY, 10451",School-based Health Center w/ Mental Health,40.8224876,-73.9215612
211,P.S. 065 Mother Hale Academy,"677 EAST 141 STREET, BRONX, NY, 10454",School-based Mental Health Clinic,40.8076622,-73.91274299999999
212,J.H.S. 151 Lou Gehrig,"250 EAST 156 STREET, BRONX, NY, 10451",School-based Health Center w/ Mental Health,40.8224876,-73.9215612
213,P.S. 154 Jonathan D. Hyatt,"333 EAST 135 STREET, BRONX, NY, 10454",Community School MH,40.8082435,-73.92574069999999
214,P.S. 161 Juan Ponce De Leon School,"628 TINTON AVENUE, BRONX, NY, 10455",School Mental Health Specialist Program,40.8147331,-73.9050266
215,P.S. 179,"468 EAST 140 STREET, BRONX, NY, 10454",School-based Mental Health Clinic,40.8091409,-73.92013759999999
216,South Bronx Preparatory: A College Board School,"360 EAST 145 STREET, BRONX, NY, 10454",School Mental Health Specialist Program,40.8137231,-73.9206428
217,The Laboratory School of Finance and Technology: X223,"360 EAST 145 STREET, BRONX, NY, 10454",School Response Team,40.8137231,-73.9206428
218,P.S./I.S. 224,"345 BROOK AVENUE, BRONX, NY, 10454",School-based Health Center w/ Mental Health,40.8101969,-73.91862189999999
219,P.S. 277,"519 ST ANNS AVENUE, BRONX, NY, 10455",School Mental Health Specialist Program,40.8133253,-73.9137994
220,South Bronx Academy for Applied Media,"778 FOREST AVENUE, BRONX, NY, 10456",School-based Mental Health Clinic,40.8186399,-73.9053941
221,Academy of Public Relations,"778 FOREST AVENUE, BRONX, NY, 10456",School-based Mental Health Clinic,40.8186399,-73.9053941
222,International Community High School,"345 BROOK AVENUE, BRONX, NY, 10454",School-based Health Center w/ Mental Health,40.8101969,-73.91862189999999
223,Academy of Applied Mathematics and Technology,"345 BROOK AVENUE, BRONX, NY, 10454",School-based Health Center w/ Mental Health,40.8101969,-73.91862189999999
224,Concourse Village Elementary School,"750 CONCOURSE VILLAGE WEST, BRONX, NY, 10451",School Mental Health Specialist Program,40.8231334,-73.92284719999999
225,Young Leaders Elementary School,"468 EAST 140 STREET, BRONX, NY, 10454",School-based Mental Health Clinic,40.8091409,-73.92013759999999
226,Jill Chaifetz Transfer High School,"778 FOREST AVENUE, BRONX, NY, 10456",Community School MH,40.8186399,-73.9053941
227,Community School for Social Justice,"350 GERARD AVENUE, BRONX, NY, 10451",School-based Health Center w/ Mental Health,40.815542,-73.9304433
228,Mott Haven Village Preparatory High School,"701 ST. ANNS AVENUE, BRONX, NY, 10455",School-based Health Center w/ Mental Health,40.8179909,-73.9116769
229,University Heights Secondary School,"701 ST. ANNS AVENUE, BRONX, NY, 10455",School-based Health Center w/ Mental Health,40.8179909,-73.9116769
230,Hostos-Lincoln Academy of Science,"600 SAINT ANN'S AVENUE, BRONX, NY, 10455",School-based Health Center w/ Mental Health,40.8148083,-73.9120169
231,Bronx Leadership Academy II High School,"730 CONCOURSE VILLAGE WEST, BRONX, NY, 10451",School-based Health Center w/ Mental Health,40.8219741,-73.9230741
232,Careers in Sports High School,"730 CONCOURSE VILLAGE WEST, BRONX, NY, 10451",Community School MH,40.8219741,-73.9230741
233,The Urban Assembly Bronx Academy of Letters,"339 MORRIS AVENUE, BRONX, NY, 10451",School Mental Health Specialist Program,40.81366,-73.92599899999999
234,I.S. 584,"600 SAINT ANN'S AVENUE, BRONX, NY, 10455",Community School MH,40.8148083,-73.9120169
235,Walkabout Bronx High School,"730 CONCOURSE VILLAGE WEST, BRONX, NY, 10451",School-based Health Center w/ Mental Health,40.8219741,-73.9230741
236,Health Opportunities High School,"350 GERARD AVENUE, BRONX, NY, 10451",School-based Health Center w/ Mental Health,40.815542,-73.9304433
237,P.S. 071 Rose E. Scala,"3040 ROBERTS AVENUE, BRONX, NY, 10461",School Mental Health Specialist Program,40.8455954,-73.8296383
238,P.S. 75 School of Research and Discovery,"984 FAILE STREET, BRONX, NY, 10459",School Mental Health Specialist Program,40.8222269,-73.8889555
239,M.S. X101 Edward R. Byrne,"2750 LAFAYETTE AVENUE, BRONX, NY, 10465",School Response Team,40.827175,-73.8293166
240,J.H.S. 123 James M. Kieran,"1025 MORRISON AVENUE, BRONX, NY, 10472",Community School MH,40.82487709999999,-73.8740662
241,P.S. 130 Abram Stevens Hewitt,"750 PROSPECT AVENUE, BRONX, NY, 10455",School Mental Health Specialist Program,40.8176339,-73.9018573
242,J.H.S. 131 Albert Einstein,"885 BOLTON AVENUE, BRONX, NY, 10473",Community School MH,40.8232367,-73.85985509999999
243,P.S. X140 The Eagle School,"916 EAGLE AVENUE, BRONX, NY, 10456",School Mental Health Specialist Program,40.8234226,-73.9076299
244,P.S. 146 Edward Collins,"968 CAULDWELL AVENUE, BRONX, NY, 10456",School Mental Health Specialist Program,40.8251407,-73.9055782
245,Bronx Studio School for Writers and Artists,"928 SIMPSON STREET, BRONX, NY, 10459",Community School MH,40.8203827,-73.8930381
246,Women's Academy of Excellence,"456 WHITE PLAINS ROAD, BRONX, NY, 10473",School-based Health Center w/ Mental Health,40.814901,-73.8560573
247,Renaissance High School for Musical Theater and the Arts,"3000 EAST TREMONT AVENUE, BRONX, NY, 10461",School-based Health Center w/ Mental Health,40.8398166,-73.83795490000001
248,M.S. 301 Paul L. Dunbar,"890 CAULDWELL AVENUE, BRONX, NY, 10456",Community School MH,40.8225181,-73.90673160000001
249,M.S. 302 Luisa Dessus Cruz,"681 KELLY STREET, BRONX, NY, 10455",School Mental Health Specialist Program,40.81591179999999,-73.9016736
250,Millennium Art Academy,"1980 LAFAYETTE AVENUE, BRONX, NY, 10473",School-based Health Center w/ Mental Health,40.8211936,-73.856527
251,Pelham Lab High School,"3000 EAST TREMONT AVENUE, BRONX, NY, 10461",School-based Health Center w/ Mental Health,40.8398166,-73.83795490000001
252,The Longwood Academy of Discovery,"888 REV J A POLITE AVE, BRONX, NY, 10459",School-based Mental Health Clinic,40.8201293,-73.8986342
253,The School for Inquiry and Social Justice,"1025 MORRISON AVENUE, BRONX, NY, 10472",School-based Health Center w/ Mental Health,40.82487709999999,-73.8740662
254,Schuylerville Preparatory High School,"3000 EAST TREMONT AVENUE, BRONX, NY, 10461",School-based Health Center w/ Mental Health,40.8398166,-73.83795490000001
255,Bronx River High School,"3000 EAST TREMONT AVENUE, BRONX, NY, 10461",School-based Health Center w/ Mental Health,40.8398166,-73.83795490000001
256,"Archimedes Academy for Math, Science and Technology Applications","456 WHITE PLAINS ROAD, BRONX, NY, 10473",School-based Health Center w/ Mental Health,40.814901,-73.8560573
257,Urban Institute of Mathematics,"650 HOLLYWOOD AVENUE, BRONX, NY, 10465",Community School MH,40.8269794,-73.8182885
258,The Bronx Mathematics Preparatory School,"456 WHITE PLAINS ROAD, BRONX, NY, 10473",Community School MH,40.814901,-73.8560573
259,Antonia Pantoja Preparatory Academy: A College Board School,"1980 LAFAYETTE AVENUE, BRONX, NY, 10473",School-based Health Center w/ Mental Health,40.8211936,-73.856527
260,Bronx Community High School,"1980 LAFAYETTE AVENUE, BRONX, NY, 10473",School-based Health Center w/ Mental Health,40.8211936,-73.856527
261,Bronx Delta School,"650 HOLLYWOOD AVENUE, BRONX, NY, 10465",School-based Mental Health Clinic,40.8269794,-73.8182885
262,Herbert H. Lehman High School,"3000 EAST TREMONT AVENUE, BRONX, NY, 10461",Community School MH,40.8398166,-73.83795490000001
263,Bronx Academy for Multi-Media,"730 BRYANT AVENUE, BRONX, NY, 10474",Community School MH,40.8157147,-73.8853003
264,Bronx Bridges High School,"1980 LAFAYETTE AVENUE, BRONX, NY, 10473",School-based Health Center w/ Mental Health,40.8211936,-73.856527
265,Soundview Academy for Culture and Scholarship,"885 BOLTON AVENUE, BRONX, NY, 10473",Community School MH,40.8232367,-73.85985509999999
266,Gotham Collaborative High School,"1980 LAFAYETTE AVENUE, BRONX, NY, 10473",School-based Health Center w/ Mental Health,40.8211936,-73.856527
267,Mott Hall Community School,"650 HOLLYWOOD AVENUE, BRONX, NY, 10465",Community School MH,40.8269794,-73.8182885
268,Longwood Preparatory Academy,"965 LONGWOOD AVENUE, BRONX, NY, 10459",Community School MH,40.8178276,-73.8978152
269,Westchester Square Academy,"3000 EAST TREMONT AVENUE, BRONX, NY, 10461",School-based Health Center w/ Mental Health,40.8398166,-73.83795490000001
270,School for Tourism and Hospitality,"900 TINTON AVENUE, BRONX, NY, 10456",School-based Health Center w/ Mental Health,40.8217522,-73.9027181
271,Bronx Compass High School,"1980 LAFAYETTE AVENUE, BRONX, NY, 10473",School-based Health Center w/ Mental Health,40.8211936,-73.856527
272,Blueprint Middle School,"1111 PUGSLEY AVENUE, BRONX, NY, 10472",School Mental Health Specialist Program,40.8291079,-73.85691039999999
273,J.H.S. 022 Jordan L. Mott,"270 EAST 167 STREET, BRONX, NY, 10456",Community School MH,40.8323844,-73.9142127
274,P.S. 028 Mount Hope,"1861 ANTHONY AVENUE, BRONX, NY, 10457",School-based Health Center w/ Mental Health,40.8483324,-73.9036117
275,P.S. 035 Franz Siegel,"261 EAST 163 STREET, BRONX, NY, 10451",School Mental Health Specialist Program,40.8275639,-73.9179413
276,P.S. 042 Claremont,"1537 WASHINGTON AVENUE, BRONX, NY, 10457",Community School MH,40.8386133,-73.9030516
277,P.S. 055 Benjamin Franklin,"450 SAINT PAUL'S PLACE, BRONX, NY, 10456",Community School MH,40.8360107,-73.9049407
278,P.S. 063 Author's Academy,"1260 FRANKLIN AVENUE, BRONX, NY, 10456",School Mental Health Specialist Program,40.8308954,-73.9023857
279,P.S. 070 Max Schoenfeld,"1691 WEEKS AVENUE, BRONX, NY, 10457",School Mental Health Specialist Program,40.844366,-73.9078731
280,P.S. 109 Sedgwick,"1771 POPHAM AVENUE, BRONX, NY, 10453",School Mental Health Specialist Program,40.8517883,-73.91862069999999
281,P.S. X114 - Luis Llorens Torres Schools,"1155 CROMWELL AVENUE, BRONX, NY, 10452",School Mental Health Specialist Program,40.8349464,-73.92326070000001
282,I.S. 117 Joseph H. Wade,"1865 MORRIS AVENUE, BRONX, NY, 10453",Community School MH,40.8485816,-73.9087503
283,P.S. 126 Dr Marjorie H Dunbar,"175 WEST 166 STREET, BRONX, NY, 10452",School-based Health Center w/ Mental Health,40.836097,-73.9283585
284,Mott Hall III,"580 CROTONA PARK SOUTH, BRONX, NY, 10456",School Mental Health Specialist Program,40.8350416,-73.9004334
285,P.S. 199X - The Shakespeare School,"1449 SHAKESPEARE AVENUE, BRONX, NY, 10452",School-based Health Center w/ Mental Health,40.8436596,-73.92059680000001
286,P.S. 204 Morris Heights,"1780 DR. MARTIN LUTHER KING JR. BLVD, BRONX, NY, 10453",School Mental Health Specialist Program,40.8500841,-73.9151313
287,Kappa,"3630 THIRD AVENUE, BRONX, NY, 10456",School-based Health Center w/ Mental Health,40.8338446,-73.9039243
288,P.S./I.S. 218 Rafael Hernandez Dual Language Magnet School,"1220 GERARD AVENUE, BRONX, NY, 10452",School Mental Health Specialist Program,40.8354825,-73.91972419999999
289,I.S. 219 New Venture School,"3630 THIRD AVENUE, BRONX, NY, 10456",Community School MH,40.8338446,-73.9039243
290,Bronx Collegiate Academy,"240 EAST 172 STREET, BRONX, NY, 10457",Community School MH,40.8397925,-73.9113057
291,I.S. 229 Roland Patterson,"275 HARLEM RIVER PARK BRIDGE, BRONX, NY, 10453",School Mental Health Specialist Program,40.8526349,-73.9212701
292,Eagle Academy for Young Men,"4143 THIRD AVENUE, BRONX, NY, 10457",Prevention Intervention Program MH,40.845289,-73.8972161
293,I.S. 232,"1700 MACOMBS ROAD, BRONX, NY, 10453",School-based Health Center w/ Mental Health,40.8494924,-73.9156962
294,Eximius College Preparatory Academy: A College Board School,"1363 FULTON AVENUE, BRONX, NY, 10456",School Mental Health Specialist Program,40.8339721,-73.9027472
295,Mott Hall Bronx High School,"1595 BATHGATE AVENUE, BRONX, NY, 10457",School Mental Health Specialist Program,40.8394008,-73.9019661
296,Bronx Center for Science and Mathematics,"1363 FULTON AVENUE, BRONX, NY, 10456",School Mental Health Specialist Program,40.8339721,-73.9027472
297,Validus Preparatory Academy,"1595 BATHGATE AVENUE, BRONX, NY, 10457",School Mental Health Specialist Program,40.8394008,-73.9019661
298,The New American Academy at Roberto Clemente State Park,"275 HARLEM RIVER PARK BRIDGE, BRONX, NY, 10453",School Mental Health Specialist Program,40.8526349,-73.9212701
299,The Walton Avenue School,"1425 WALTON AVENUE, BRONX, NY, 10452",Community School MH,40.8403454,-73.91572839999999
300,Morris Academy for Collaborative Studies,"1110 BOSTON ROAD, BRONX, NY, 10456",Community School MH,40.8273033,-73.9045097
301,I.S. X303 Leadership & Community Service,"1700 MACOMBS ROAD, BRONX, NY, 10453",School-based Health Center w/ Mental Health,40.8494924,-73.9156962
302,Lucero Elementary School,"1425 WALTON AVENUE, BRONX, NY, 10452",Community School MH,40.8403454,-73.91572839999999
303,I.S. 313 School of Leadership Development,"1600 WEBSTER AVENUE, BRONX, NY, 10457",Community School MH,40.8404716,-73.9039243
304,Bronx Writing Academy,"270 EAST 167 STREET, BRONX, NY, 10456",School-based Mental Health Clinic,40.8323844,-73.9142127
305,Bronx Early College Academy for Teaching & Learning,"250 EAST 164 STREET, BRONX, NY, 10456",Community School MH,40.8280778,-73.91751959999999
306,Comprehensive Model School Project M.S. 327,"1501 JEROME AVENUE, BRONX, NY, 10452",School-based Health Center w/ Mental Health,40.8429988,-73.9162336
307,New Millennium Bronx Academy of the Arts,"1000 TELLER AVENUE, BRONX, NY, 10456",Community School MH,40.8279,-73.9141928
308,DreamYard Preparatory School,"240 EAST 172 STREET, BRONX, NY, 10457",Community School MH,40.8397925,-73.9113057
309,I.S. 339,"1600 WEBSTER AVENUE, BRONX, NY, 10457",Community School MH,40.8404716,-73.9039243
310,New Directions Secondary School,"240 EAST 172 STREET, BRONX, NY, 10457",School-based Health Center w/ Mental Health,40.8397925,-73.9113057
311,Academy for Language and Technology,"1700 MACOMBS ROAD, BRONX, NY, 10453",School-based Health Center w/ Mental Health,40.8494924,-73.9156962
312,Bronx International High School,"1110 BOSTON ROAD, BRONX, NY, 10456",School-based Health Center w/ Mental Health,40.8273033,-73.9045097
313,School for Excellence,"1110 BOSTON ROAD, BRONX, NY, 10456",School-based Health Center w/ Mental Health,40.8273033,-73.9045097
314,Bronx High School of Business,"240 EAST 172 STREET, BRONX, NY, 10457",Community School MH,40.8397925,-73.9113057
315,Bronx High School for Medical Science,"240 EAST 172 STREET, BRONX, NY, 10457",School-based Health Center w/ Mental Health,40.8397925,-73.9113057
316,The Family School,"1116 SHERIDAN AVENUE, BRONX, NY, 10456",School Mental Health Specialist Program,40.8321305,-73.9175656
317,Grant Avenue Elementary School,"250 EAST 164 STREET, BRONX, NY, 10456",School-based Health Center w/ Mental Health,40.8280778,-73.91751959999999
318,Science and Technology Academy: A Mott Hall School,"250 EAST 164 STREET, BRONX, NY, 10456",School-based Health Center w/ Mental Health,40.8280778,-73.91751959999999
319,Sheridan Academy for Young Leaders,"1116 SHERIDAN AVENUE, BRONX, NY, 10456",School Mental Health Specialist Program,40.8321305,-73.9175656
320,"Bronx School for Law, Government and Justice","244 EAST 163 STREET, BRONX, NY, 10451",School Mental Health Specialist Program,40.827572,-73.9189269
321,Frederick Douglass Academy III Secondary School,"3630 THIRD AVENUE, BRONX, NY, 10456",Community School MH,40.8338446,-73.9039243
322,Bronx Leadership Academy High School,"1710 WEBSTER AVENUE, BRONX, NY, 10457",Community School MH,40.8434287,-73.90310939999999
323,High School for Violin and Dance,"1110 BOSTON ROAD, BRONX, NY, 10456",School-based Health Center w/ Mental Health,40.8273033,-73.9045097
324,Mount Eden Children's Academy,"1501 JEROME AVENUE, BRONX, NY, 10452",School-based Health Center w/ Mental Health,40.8429988,-73.9162336
325,Claremont International HS,"240 EAST 172 STREET, BRONX, NY, 10457",School-based Health Center w/ Mental Health,40.8397925,-73.9113057
326,Young Women's Leadership School of the Bronx,"1865 MORRIS AVENUE, BRONX, NY, 10453",School-based Mental Health Clinic,40.8485816,-73.9087503
327,South Bronx International Middle School,"1000 TELLER AVENUE, BRONX, NY, 10456",Community School MH,40.8279,-73.9141928
328,M.S. 594,"1000 TELLER AVENUE, BRONX, NY, 10456",Community School MH,40.8279,-73.9141928
329,P.S. 3 Raul Julia Micro Society,"2100 LAFONTAINE AVENUE, BRONX, NY, 10457",School Mental Health Specialist Program,40.8502515,-73.8917519
330,Milton Fein School,"3201 KINGSBRIDGE AVENUE, BRONX, NY, 10463",School-based Mental Health Clinic,40.8817779,-73.9059814
331,P.S. 008 Isaac Varian,"3010 BRIGGS AVENUE, BRONX, NY, 10458",School-based Health Center w/ Mental Health,40.8725473,-73.88336
332,P.S. X015 Institute for Environmental Learning,"2195 ANDREWS AVENUE, BRONX, NY, 10453",School Mental Health Specialist Program,40.8591846,-73.9098035
333,"PS/MS 20 P.O.George J. Werdann, III","3050 WEBSTER AVENUE, BRONX, NY, 10467",School Response Team,40.8696205,-73.87907349999999
334,P.S. 023 The New Children's School,"2151 WASHINGTON AVENUE, BRONX, NY, 10457",School Mental Health Specialist Program,40.8533809,-73.8947836
335,P.S. 032 Belmont,"690 EAST 183 STREET, BRONX, NY, 10458",School-based Mental Health Clinic,40.8518895,-73.88596410000001
336,P.S. X037 - Multiple Intelligence School,"360 WEST 230 STREET, BRONX, NY, 10463",School Mental Health Specialist Program,40.8797629,-73.9107403
337,Thomas C. Giordano Middle School 45,"2502 LORILLARD PLACE, BRONX, NY, 10458",School-based Health Center w/ Mental Health,40.8583625,-73.8870429
338,P.S. 059 The Community School of Technology,"2185 BATHGATE AVENUE, BRONX, NY, 10457",School Mental Health Specialist Program,40.853105,-73.8935685
339,J.H.S. 080 The Mosholu Parkway,"149 EAST MOSHOLU PKWY N, BRONX, NY, 10467",Community School MH,40.8768024,-73.8813704
340,P.S. 085 Great Expectations,"2400 MARION AVENUE, BRONX, NY, 10458",Community School MH,40.8587862,-73.8948755
341,P.S. 095 Sheila Mencher,"3961 HILLMAN AVENUE, BRONX, NY, 10463",School-based Health Center w/ Mental Health,40.8830979,-73.8914763
342,J.H.S. 118 William W. Niles,"577 EAST 179 STREET, BRONX, NY, 10457",School-based Mental Health Clinic,40.8485715,-73.892395
343,Riverdale / Kingsbridge Academy (Middle School / High School 141),"660 West 237 Street, Bronx, NY, 10463",Prevention Intervention Program MH,40.8875496,-73.9137535
344,P.S. 205 Fiorello LaGuardia,"2475 SOUTHERN BOULEVARD, BRONX, NY, 10458",School-based Mental Health Clinic,40.8557006,-73.8813704
345,I.S. 206 Ann Mersereau,"2280 AQUEDUCT AVENUE, BRONX, NY, 10468",School Mental Health Specialist Program,40.8595656,-73.9062668
346,Bronx Engineering and Technology Academy,"99 TERRACE VIEW AVENUE, BRONX, NY, 10463",School-based Health Center w/ Mental Health,40.8771585,-73.9126759
347,Theatre Arts Production Company School,"2225 WEBSTER AVENUE, BRONX, NY, 10457",School-based Health Center w/ Mental Health,40.8546548,-73.8970362
348,P.S. 226,"1950 SEDGWICK AVENUE, BRONX, NY, 10453",School Mental Health Specialist Program,40.855172,-73.9162336
349,Jonas Bronck Academy,"400 EAST FORDHAM ROAD, BRONX, NY, 10458",School Response Team,40.8608844,-73.89191029999999
350,"The Marie Curie School for Medicine, Nursing, and Health Professions","120 WEST 231 STREET, BRONX, NY, 10463",School-based Health Center w/ Mental Health,40.8755907,-73.9017195
351,West Bronx Academy for the Future,"500 EAST FORDHAM ROAD, BRONX, NY, 10458",School-based Health Center w/ Mental Health,40.8594021,-73.88867429999999
352,The New School for Leadership and Journalism,"120 WEST 231 STREET, BRONX, NY, 10463",School-based Health Center w/ Mental Health,40.8755907,-73.9017195
353,I.S. 254,"2452 WASHINGTON AVENUE, BRONX, NY, 10458",School Response Team,40.8588883,-73.8898494
354,Bronx Academy for Software Engineering (BASE),"2474 CROTONA AVENUE, BRONX, NY, 10458",School-based Health Center w/ Mental Health,40.8554112,-73.8824863
355,Kingsbridge International High School,"2780 RESERVOIR AVENUE, BRONX, NY, 10468",School-based Health Center w/ Mental Health,40.8704171,-73.8969711
356,"P.S. 279 Captain Manuel Rivera, Jr.","2100 WALTON AVENUE, BRONX, NY, 10453",School-based Health Center w/ Mental Health,40.8547601,-73.90498070000001
357,P.S./M.S. 280 Mosholu Parkway,"3202 STEUBEN AVENUE, BRONX, NY, 10467",School-based Mental Health Clinic,40.8772137,-73.8815541
358,Bronx School of Law and Finance,"99 TERRACE VIEW AVENUE, BRONX, NY, 10463",School-based Health Center w/ Mental Health,40.8771585,-73.9126759
359,P.S. 306,"40 WEST TREMONT AVENUE, BRONX, NY, 10453",School-based Health Center w/ Mental Health,40.8513941,-73.9108139
360,Bronx Dance Academy School,"3617 BAINBRIDGE AVENUE, BRONX, NY, 10467",School Mental Health Specialist Program,40.8854146,-73.8780629
361,P.S. 315 Lab School,"2865 CLAFLIN AVENUE, BRONX, NY, 10468",School Mental Health Specialist Program,40.87362230000001,-73.89986750000001
362,The Bronx School of Young Leaders,"40 WEST TREMONT AVENUE, BRONX, NY, 10453",Community School MH,40.8513941,-73.9108139
363,International School for Liberal Arts,"2780 RESERVOIR AVENUE, BRONX, NY, 10468",School-based Health Center w/ Mental Health,40.8704171,-73.8969711
364,Ampark Neighborhood,"3961 HILLMAN AVENUE, BRONX, NY, 10463",School-based Health Center w/ Mental Health,40.8830979,-73.8914763
365,Bronx Collaborative High School,"100 WEST MOSHOLU PARKWAY SOUTH, BRONX, NY, 10468",School-based Health Center w/ Mental Health,40.8812165,-73.8875851
366,World View High School,"100 WEST MOSHOLU PARKWAY SOUTH, BRONX, NY, 10468",School-based Health Center w/ Mental Health,40.8812165,-73.8875851
367,Academy For Personal Leadership And Excellence,"120 EAST 184 STREET, BRONX, NY, 10468",Community School MH,40.8594929,-73.9004606
368,In-Tech Academy (M.S. / High School 368),"2975 TIBBETT AVENUE, BRONX, NY, 10463",School-based Health Center w/ Mental Health,40.8790763,-73.91129529999999
369,Knowledge and Power Preparatory Academy International High School (Kappa),"500 EAST FORDHAM ROAD, BRONX, NY, 10458",School-based Health Center w/ Mental Health,40.8594021,-73.88867429999999
370,"Elementary School for Math, Science, and Technology","125 EAST 181 STREET, BRONX, NY, 10453",School-based Health Center w/ Mental Health,40.8556664,-73.90323529999999
371,School for Environmental Citizenship,"125 EAST 181 STREET, BRONX, NY, 10453",School-based Health Center w/ Mental Health,40.8556664,-73.90323529999999
372,M.S. 390,"1930 ANDREWS AVENUE, BRONX, NY, 10453",School-based Health Center w/ Mental Health,40.854392,-73.9129267
373,The Angelo Patri Middle School,"2225 WEBSTER AVENUE, BRONX, NY, 10457",Community School MH,40.8546548,-73.8970362
374,P.S. 396,"1930 ANDREWS AVENUE, BRONX, NY, 10453",School-based Health Center w/ Mental Health,40.854392,-73.9129267
375,English Language Learners and International Support Preparatory Academy (ELLIS),"99 TERRACE VIEW AVENUE, BRONX, NY, 10463",School-based Health Center w/ Mental Health,40.8771585,-73.9126759
376,High School for Teaching and the Professions,"2780 RESERVOIR AVENUE, BRONX, NY, 10468",Community School MH,40.8704171,-73.8969711
377,Belmont Preparatory High School,"500 EAST FORDHAM ROAD, BRONX, NY, 10458",School-based Health Center w/ Mental Health,40.8594021,-73.88867429999999
378,Fordham High School for the Arts,"500 EAST FORDHAM ROAD, BRONX, NY, 10458",School-based Health Center w/ Mental Health,40.8594021,-73.88867429999999
379,Fordham Leadership Academy,"500 EAST FORDHAM ROAD, BRONX, NY, 10458",Community School MH,40.8594021,-73.88867429999999
380,Bronx High School for Law and Community Service,"500 EAST FORDHAM ROAD, BRONX, NY, 10458",School-based Health Center w/ Mental Health,40.8594021,-73.88867429999999
381,DeWitt Clinton High School,"100 WEST MOSHOLU PARKWAY SOUTH, BRONX, NY, 10468",Community School MH,40.8812165,-73.8875851
382,"Celia Cruz Bronx High School of Music, The","2780 RESERVOIR AVENUE, BRONX, NY, 10468",School-based Health Center w/ Mental Health,40.8704171,-73.8969711
383,The Bronx High School of Science,"75 WEST 205 STREET, BRONX, NY, 10468",School-based Mental Health Clinic,40.8785082,-73.8908792
384,Creston Academy,"125 EAST 181 STREET, BRONX, NY, 10453",School-based Health Center w/ Mental Health,40.8556664,-73.90323529999999
385,Marble Hill High School for International Studies,"99 TERRACE VIEW AVENUE, BRONX, NY, 10463",School-based Health Center w/ Mental Health,40.8771585,-73.9126759
386,Crotona International High School,"2474 CROTONA AVENUE, BRONX, NY, 10458",School-based Health Center w/ Mental Health,40.8554112,-73.8824863
387,Bronx Theatre High School,"99 TERRACE VIEW AVENUE, BRONX, NY, 10463",School-based Health Center w/ Mental Health,40.8771585,-73.9126759
388,Discovery High School,"2780 RESERVOIR AVENUE, BRONX, NY, 10468",School-based Health Center w/ Mental Health,40.8704171,-73.8969711
389,High School for Energy and Technology,"2474 CROTONA AVENUE, BRONX, NY, 10458",School-based Health Center w/ Mental Health,40.8554112,-73.8824863
390,High School of American Studies at Lehman College,"2925 GOULDEN AVENUE, BRONX, NY, 10468",School-based Mental Health Clinic,40.8746796,-73.8950763
391,P.S. 019 Judith K. Weiss,"311 East 237th Street, Bronx, NY, 10470",School Mental Health Specialist Program,40.89906939999999,-73.86725969999999
392,P.S. 041 Gun Hill Road,"3352 OLINVILLE AVENUE, BRONX, NY, 10467",School-based Mental Health Clinic,40.8746073,-73.86791029999999
393,P.S. 083 Donald Hertz,"950 RHINELANDER AVENUE, BRONX, NY, 10462",School-based Mental Health Clinic,40.8492587,-73.85886099999999
394,P.S. 089 Bronx,"980 MACE AVENUE, BRONX, NY, 10469",School Mental Health Specialist Program,40.8626481,-73.8594112
395,P.S. 105 Sen Abraham Bernstein,"725 BRADY AVENUE, BRONX, NY, 10462",School-based Health Center w/ Mental Health,40.8527674,-73.8664014
396,P.S. 112 Bronxwood,"1925 SCHIEFFELIN AVENUE, BRONX, NY, 10466",Community School MH,40.8847649,-73.8439899
397,J.H.S. 127 The Castle Hill,"1560 PURDY STREET, BRONX, NY, 10462",School Response Team,40.8384278,-73.8529844
